,class_id,pq,dq,sq,tp,fp,fn,precision,recall,f1,iou_sum
0,1,0.2918430045236389,0.40792653416343494,0.7154303044349467,422.0,433.0,792.0,0.4935672514619883,0.34761120263591433,0.40792653455775735,301.91158918697784
1,2,0.40381993347197814,0.5510707478293291,0.7327914520279424,24575.0,11968.0,28072.0,0.6724954163588102,0.46678823104830286,0.5510707478416863,18008.349934319474
2,3,0.3619065980466303,0.4906838356994106,0.7375555739079444,10060.0,7153.0,13731.0,0.5844419915180387,0.4228489765037199,0.49068383572334406,7419.809074251476
3,4,0.2644112760490179,0.3749116250126428,0.7052629430738547,1856.0,1931.0,4258.0,0.49009770266701874,0.3035655871769709,0.3749116250883749,1308.9680230503375
4,5,0.14779574607277426,0.21703296643672262,0.6809829331428554,79.0,146.0,424.0,0.3511111111111111,0.15705765407554673,0.21703296703296704,53.79765239926851
5,6,0.33232546508084393,0.4384196914035245,0.7580076159831272,7374.0,5154.0,13737.0,0.5886015325670498,0.34929657524513286,0.43841969142959064,5589.5481610175875
6,avg,0.30035033720748056,0.41334090009084407,0.7216718037617783,44366.0,26785.0,61014.0,0.5300525009473361,0.34119470444759786,0.41334090027895337,32682.38443422512
