,precision,recall,f1,support
1,0.7403846153846154,0.6131968145620023,0.6708151835718731,879.0
2,0.9723919374179181,0.9885354385557555,0.9803972366148532,34454.0
3,0.791996589109514,0.8262168001016648,0.8087448687647717,15738.0
4,0.6850220264317181,0.5221406086044071,0.5925925925925926,4765.0
5,0.6683673469387755,0.5038461538461538,0.574561403508772,260.0
6,0.7916043298424712,0.7983491612674182,0.794962439239947,11267.0
avg,0.7749611408541687,0.7087141628229002,0.737012287382135,67363.0
